,Unnamed: 0,Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,latitudes,longitudes
156,156,Lolita's Taco Shop,California,6/23/2016,Kearny Mesa,,,,,,7.0,3.5,,,18.0,23.5,0.79,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,Yes,Cris,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.832367,-117.16045849999999
157,157,Lolita's Taco Shop,California,6/23/2016,Kearny Mesa,,,,,,7.0,3.0,,,19.0,24.0,0.87,3.5,2.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,,Matt,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.832367,-117.16045849999999
158,158,Lolita's Taco Shop,Mixed,6/23/2016,Kearny Mesa,,,,,,8.25,4.0,,,,,,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.5,Yes,Marc,,,,x,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,32.832367,-117.16045849999999
159,159,California Burritos,California Everything,6/24/2016,Birdland,,,,,,6.25,3.0,,,23.5,21.5,0.86,3.8,1.3,3.5,3.5,4.5,4.5,3.5,4.0,5.0,3.9,Yes,Scott,Temperature brought it down,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
160,160,California Burritos,California Everything,6/24/2016,Birdland,,,,,,6.25,4.5,,,22.5,22.0,0.87,4.0,4.0,4.5,4.0,4.0,3.5,4.0,4.0,4.5,4.25,Yes,Ricardo,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
161,161,California Burritos,California Everything,6/24/2016,Birdland,,,,,,6.25,4.0,,,22.5,22.0,0.87,3.0,2.5,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,Yes,Elynn,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
162,162,California Burritos,California Everything,6/24/2016,Birdland,,,,,,6.25,3.0,,,23.0,22.5,0.93,5.0,4.0,4.0,4.5,4.0,4.5,,4.0,4.0,4.5,Yes,Erin,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
163,163,California Burritos,California Everything,6/24/2016,Birdland,,,,,,6.25,4.0,,,,,,4.0,3.5,4.5,4.0,4.5,4.0,4.5,4.5,5.0,4.5,Yes,Luis,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
164,164,California Burritos,Carnitas,6/24/2016,Birdland,,,,,,5.5,4.5,,,21.5,20.0,0.68,5.0,4.0,5.0,4.0,4.5,4.0,4.0,4.5,4.0,4.5,Yes,Matteo,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
165,165,California Burritos,Carne asada everything,6/24/2016,Birdland,,,,,,6.25,3.0,,,23.0,23.0,0.97,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,Yes,Brent,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
166,166,California Burritos,Carne asada everything,6/24/2016,Birdland,,,,,,6.25,4.5,,,21.5,20.5,0.72,4.0,5.0,4.5,4.0,4.5,4.0,3.0,4.0,5.0,4.5,Yes,Daniel,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
167,167,California Burritos,Carne asada everything,6/24/2016,Birdland,,,,,,6.25,5.0,,,23.0,21.5,0.85,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.2,Yes,Alejandro,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
168,168,California Burritos,California Everything,8/1/2016,Birdland,,,,,,6.25,4.0,,,22.0,20.8,0.76,4.0,4.0,3.5,4.0,3.0,4.0,4.0,3.5,4.5,3.75,Yes,Ricardo,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
169,169,California Burritos,California Everything,8/1/2016,Birdland,,,,,,6.25,4.0,,,22.5,21.5,0.83,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,Yes,Elynn,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
170,170,California Burritos,California Everything,8/1/2016,Birdland,,,,,,6.25,4.0,,,23.0,21.5,0.85,4.0,3.5,3.5,4.0,3.5,4.0,3.5,4.0,4.5,4.0,Yes,Matteo,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
171,171,California Burritos,California Everything,8/1/2016,Birdland,,,,,,6.25,3.5,,,21.0,22.5,0.85,3.5,2.0,3.0,3.5,3.5,2.5,2.5,3.5,4.5,3.4,Yes,Scott,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
172,172,California Burritos,California Everything,8/1/2016,Birdland,,,,,,6.25,3.0,,,22.5,21.0,0.79,4.0,4.0,4.5,5.0,4.75,5.0,4.0,4.5,4.5,,Yes,Aga,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
173,173,California Burritos,Surf & Turf,8/1/2016,Birdland,,,,,,7.0,4.31,,,,,,3.0,2.5,3.5,3.0,3.5,4.0,3.0,3.0,4.0,,Yes,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
174,174,California Burritos,Carne asada everything,8/1/2016,Birdland,,,,,,6.25,4.5,,,22.0,20.0,0.7,4.5,4.0,4.0,4.5,4.0,4.0,4.5,4.5,4.0,4.0,Yes,Brent,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
175,175,Los Primos Mexican Food,Surf & Turf,8/6/2016,Point Loma,,,,,,7.0,2.5,,,20.5,21.75,0.77,4.0,4.0,2.0,3.0,2.0,3.5,3.0,3.0,4.5,2.5,No,Emily,,,,X,,,X,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,32.72815070000001,-117.217707
176,176,Los Primos Mexican Food,Adobada,8/6/2016,Point Loma,,,,,,6.25,2.0,,,20.5,20.0,0.65,4.0,2.5,2.5,3.0,2.0,4.0,3.5,3.0,4.5,2.6,No,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72815070000001,-117.217707
177,177,Los Primos Mexican Food,Carne asada,8/6/2016,Point Loma,,,,,,7.0,4.0,,,18.5,20.5,0.62,3.5,3.0,2.0,2.0,1.0,3.0,3.5,1.5,4.0,2.0,No,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72815070000001,-117.217707
178,178,Papa Chito's Mexican Food,California,8/9/2016,University City,3951 Governor Dr,https://www.yelp.com/biz/papa-chitos-mexican-food-san-diego,2.5,3.3,,6.25,3.5,,,21.5,20.0,0.68,3.5,3.5,2.5,2.5,2.5,4.0,2.0,1.5,5.0,2.2,No,Scott,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8537354,-117.2038706
179,179,Papa Chito's Mexican Food,California,8/9/2016,University City,,,,,,6.25,4.0,,,20.0,20.0,0.64,4.0,5.0,3.0,3.0,4.0,3.5,4.0,4.0,5.0,3.75,Yes,Sage,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8537354,-117.2038706
180,180,El Pueblo Mexican Food,California,8/10/2016,North City,820 Birmingham Dr,https://www.yelp.com/biz/el-pueblo-authentic-mexican-food-cardiff-by-the-sea,4.0,4.7,,4.99,4.0,,,19.0,21.0,0.67,4.5,4.5,3.5,4.0,4.5,5.0,2.5,4.5,5.0,4.3,Yes,Scott,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9797285,-117.24956159999999
181,181,Burros and Fries,California,8/12/2016,Kearny Mesa,4705 Clairemont Dr,http://www.burrosandfries.com/,3.5,4.1,,6.89,4.0,,,21.5,22.5,0.87,3.5,4.5,3.5,3.5,3.0,1.5,2.5,3.5,5.0,3.5,Yes,Scott,good fries,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8310776,-117.1303787
182,182,Burros and Fries,Carne asada,8/12/2016,Kearny Mesa,,,,,,6.89,5.0,,,18.5,21.0,0.65,3.0,5.0,4.5,4.5,3.0,4.0,4.5,4.0,4.5,4.0,Yes,Brent,very little guac,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8310776,-117.1303787
183,183,King Burrito,Adobada,8/16/2016,,3490 Marron Rd,https://www.yelp.com/biz/king-burrito-oceanside-2,4.0,3.9,,4.99,3.5,,,23.0,19.0,0.66,3.0,3.0,3.0,3.0,2.5,2.0,2.5,3.0,4.0,2.8,No,Emily,Too much tortilla per bite,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5303975,-116.97139150000001
184,184,King Burrito,California,8/16/2016,,,,,,,5.29,3.5,,,22.5,20.5,0.75,2.5,4.5,2.0,3.0,2.5,1.5,3.0,2.0,4.5,2.5,No,Scott,it does taste homemade. but that's not a good thing,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5303975,-116.97139150000001
185,185,Taco Stand,California ,8/17/2016,Core-Columbia,,,,,,7.49,2.0,,,18.5,21.5,0.68,4.0,5.0,4.5,3.5,3.5,2.0,3.5,4.0,5.0,4.0,Yes,Scott,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.717622999999996,-117.15863190000002
186,186,Taco Stand,California ,8/17/2016,Core-Columbia,,,,,,7.49,2.5,,,16.5,23.5,0.73,3.5,5.0,4.0,3.0,4.0,4.5,3.0,3.5,5.0,4.0,Yes,TJ,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.717622999999996,-117.15863190000002
187,187,Carmen's Mexican Food,Adobada,8/19/2016,Clairemont,4937 Diane Ave,https://www.yelp.com/biz/carmens-authentic-mexican-food-san-diego,4.0,4.2,,6.5,3.5,,,20.5,20.5,0.69,2.5,4.0,3.5,4.0,4.0,3.0,1.5,3.5,5.0,3.6,Yes,Scott,really good guac,,,,,x,,,,x,,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,32.835044599999996,-117.18677859999998
188,188,Carmen's Mexican Food,Carne asada,8/19/2016,Clairemont,,,,,,6.5,5.0,,,21.0,21.0,0.74,4.5,4.5,3.5,4.0,4.0,3.5,4.0,4.0,4.0,4.0,Yes,Brent,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.835044599999996,-117.18677859999998
189,189,Senor Panchos,Pollo asado,8/21/2016,Mid-City,1909 W San Marcos Blvd,https://www.yelp.com/biz/senor-panchos-mexican-restaurant-san-marcos,4.0,4.2,,6.25,3.5,,,21.5,19.5,0.65,2.5,3.5,3.0,3.0,5.0,4.5,3.5,2.0,5.0,2.9,No,Scott,"guac is good, very avocado-y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7704787,-117.06950159999998
190,190,Senor Panchos,California,8/21/2016,Mid-City,,,,,,6.25,3.0,,,21.0,19.5,0.64,3.0,4.0,4.0,3.0,3.5,4.5,4.0,4.0,5.0,4.0,Yes,Emily,feels very dense; a lot of meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7704787,-117.06950159999998
191,191,Los Cabos,California,8/27/2016,University City,165 S Rancho Santa Fe Rd,https://www.yelp.com/biz/los-cabos-san-marcos,4.0,4.1,x,5.99,4.0,,,18.5,21.0,0.65,4.0,4.5,2.5,2.5,2.5,1.5,3.0,4.0,5.0,3.0,No,Scott,Repeatedly get large bites of sour cream,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.890532699999998,-109.9167371
192,192,Los Cabos,Al pastor,8/27/2016,University City,,,,,,5.69,3.0,,,17.5,23.5,0.77,4.0,4.5,3.0,3.5,4.0,3.5,2.5,4.0,4.5,4.0,Yes,Emily,Really good with lime,,,,,X,,,,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,22.890532699999998,-109.9167371
193,193,Rubios UCSD,Tilapia one,8/30/2016,La Jolla,9500 Gilman Dr,https://www.yelp.com/biz/rubios-la-jolla-4,3.5,3.4,x,7.99,3.5,,,17.0,20.0,0.54,1.5,4.0,3.0,3.0,1.5,4.5,2.5,3.0,1.5,3.2,No,Scott,,,,,,X,,,,,,,X,X,,,,,,X,,,,,,,,,,,,,,,,,x,,32.879872,-117.23640400000001
194,194,Lucha Libre North Park,Surf & Turf,8/30/2016,North Park,3016 University Ave,https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,x,8.25,4.0,,,19.0,22.5,0.77,3.0,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,Yes,Hannah,,,,x,x,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
195,195,Lucha Libre North Park,Surf & Turf,8/30/2016,North Park,,,,,,8.25,3.0,,,19.0,24.0,0.87,5.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,No,Tammy,,,,x,x,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
196,196,Lucha Libre North Park,Surf & Turf,8/30/2016,North Park,,,,,,8.25,3.9,,,,,,2.1,1.9,2.6,2.4,2.9,3.2,4.0,2.5,3.0,2.4,No,Bankole,Not as good as the first time,,,x,x,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
197,197,Lucha Libre North Park,Surf & Turf,8/30/2016,North Park,,,,,,8.25,4.0,,,20.0,22.0,0.77,3.0,2.5,2.0,2.8,3.5,3.5,4.0,3.0,4.0,2.2,,Melissa N,,,,x,x,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
198,198,Lucha Libre North Park,Surf & Turf,8/30/2016,North Park,,,,,,8.25,3.5,,,20.0,22.0,0.77,3.6,3.2,3.2,3.5,3.6,3.5,,3.8,3.9,3.6,,Katie,,,,x,x,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
199,199,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,3.0,,,21.0,24.5,1.0,3.0,3.0,4.0,3.5,3.0,2.0,3.5,3.5,4.0,3.9,Yes,Emily,thick chips,,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
200,200,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,4.0,,,18.5,25.5,0.96,3.5,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.5,,Melissa G,Good guac,,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
201,201,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,4.0,,,,,,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,Yes,Marc,"shrimp was questionable; salsa was mediocre to bad; overall ok, better than past burritos at lucha libre",,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
202,202,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,1.0,,,,,,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.5,5.0,3.5,,Ashley G,good guac but fries could be better,,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
203,203,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,2.0,,,20.0,24.5,0.96,3.5,2.0,5.0,3.5,4.0,2.5,3.5,3.0,3.5,3.5,Yes,Richard,probably positively biased by service,,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
204,204,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,3.0,,,19.0,24.0,0.87,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,Yes,Mike,,,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
205,205,Lucha Libre North Park,Surfin California,8/30/2016,North Park,,,,,,8.25,1.0,,,19.5,25.5,1.01,4.0,3.0,3.5,3.0,5.0,4.0,2.0,3.0,4.0,3.0,,Sankha G,,,,x,x,,x,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,32.748695899999994,-117.1297798
206,206,Lucha Libre North Park,Nutty,8/30/2016,North Park,,,,,,7.5,3.8,,,19.0,25.0,0.94,3.8,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.4,,Luis,,,,,,,x,x,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
207,207,Lucha Libre North Park,Veg Out,8/30/2016,North Park,,,,,,6.95,3.0,,,19.0,23.0,0.8,5.0,5.0,,5.0,,5.0,4.5,5.0,3.0,4.5,Yes,Aga,,,,,,,,,,,,,,,x,x,,x,,,x,,,,,,,,,,,,x,,,x,,x,32.748695899999994,-117.1297798
208,208,Lucha Libre North Park,Veggie,8/30/2016,North Park,,,,,,5.25,3.0,,,19.5,25.5,1.01,4.5,4.5,,3.5,,3.0,4.0,3.5,5.0,3.25,Yes,Rob G,,,,,x,,,x,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
209,209,Lucha Libre North Park,Bean and cheese,8/30/2016,North Park,,,,,,3.75,5.0,,,18.0,22.0,0.69,4.0,3.0,,1.0,,3.0,3.0,2.0,3.0,2.0,No,Meghan,Bland,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
210,210,Lucha Libre North Park,California - Steak,8/30/2016,North Park,,,,,,7.5,2.5,,,19.0,23.5,0.83,3.0,3.0,5.0,3.5,3.0,3.5,4.5,4.0,4.5,3.9,Yes,Scott,"first bite sour cream, but probably the best steak I've had in a burrito",,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
211,211,Lucha Libre North Park,California - Steak,8/30/2016,North Park,,,,,,7.5,5.0,,,17.0,23.0,0.72,3.5,3.0,2.0,3.0,3.0,2.0,4.0,2.5,5.0,3.5,,Devleena,fries = 4,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
212,212,Lucha Libre North Park,California - Pork Adobada,8/30/2016,North Park,,,,,,7.5,4.0,,,18.0,24.5,0.86,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,Yes,Erik,,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
213,213,Lucha Libre North Park,California - Pork Adobada,8/30/2016,North Park,,,,,,7.5,4.5,,,18.0,26.0,0.97,3.5,4.0,4.5,4.0,3.5,3.5,4.0,4.0,4.5,4.25,Yes,Ricardo,,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
214,214,Lucha Libre North Park,California - Pork Adobada,8/30/2016,North Park,,,,,,7.5,2.0,,,19.0,25.0,0.94,4.0,5.0,5.0,4.0,4.5,4.5,5.0,4.5,4.0,4.5,Yes,Erin,,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
215,215,Lucha Libre North Park,California - Chicken,8/30/2016,North Park,,,,,,7.5,4.0,,,20.0,23.5,0.88,3.5,2.5,3.0,4.5,3.0,2.0,5.0,4.5,3.5,2.5,Yes,Kelsey,,,,,x,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
216,216,Lucha Libre North Park,California - Chicken,8/30/2016,North Park,,,,,,7.5,3.0,,,20.0,22.0,0.77,3.5,5.0,3.5,4.0,3.0,3.0,4.0,2.5,5.0,3.0,No,Javier,"large, bt feels good in my hands",,,,x,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
217,217,Lucha Libre North Park,Holy Moly,8/30/2016,North Park,,,,,,7.5,5.0,,,,,,3.5,2.0,3.5,3.5,3.0,4.0,2.0,2.0,4.0,3.5,,Sam A,,,,,,,x,,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
218,218,Lucha Libre North Park,Holy Moly,8/30/2016,North Park,,,,,,7.5,3.0,,,17.0,21.0,0.6,2.5,2.5,3.0,2.0,2.0,1.0,5.0,1.0,5.0,1.5,No,Sage,all meat at bottom 1/8th,,,,,,x,,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
219,219,Lucha Libre North Park,Holy Moly,8/30/2016,North Park,,,,,,7.5,4.0,,,17.5,21.2,0.63,5.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,Yes,Aaron S,,,,,,,x,,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
220,220,Lucha Libre North Park,Holy Moly,8/30/2016,North Park,,,,,,7.5,5.0,,,19.0,21.0,0.67,5.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,2.0,2.0,,Jaeyoung,Ordered a specialty burrito and guess I was expecting an ordinary one! Sauce was good but overpowering; no veggies at all; overall just did not feel like a burrito.,,,,,,x,,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
221,221,Lucha Libre North Park,Holy Moly,8/30/2016,North Park,,,,,,7.5,4.5,,,19.5,19.0,0.56,4.0,4.0,3.5,4.5,4.0,4.0,5.0,4.5,4.0,4.0,Yes,Matteo,,,,,,,x,,x,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,32.748695899999994,-117.1297798
222,222,Tacos La Bala,Pastor,9/5/2016,Gulfton,5800 Bellaire Blvd,tacoslabala.com,4.5,4.1,,4.99,3.5,,,,,,2.5,2.5,4.0,2.5,1.0,1.0,2.0,4.0,0.0,2.5,No,Scott,Everything is in spanish. Get a taco or sope,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.707620600000002,-95.4885559
223,223,Tacos La Bala,Barbacoa ,9/5/2016,Gulfton,,,,,,4.99,2.5,,,16.5,22.0,0.64,2.0,2.5,3.5,2.0,3.0,2.5,2.0,2.5,2.5,2.4,No,Emily,"Burritos cut in half, felt like a wrap instead of a burrito",,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.707620600000002,-95.4885559
224,224,Cancun Mexican & Seafood,Adobada,9/9/2016,,,,,,,6.45,3.0,,,19.5,21.5,0.72,4.0,5.0,3.5,3.0,3.5,3.5,4.0,2.5,4.0,3.5,Yes,Scott,Free salad,,,,,X,,,,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,37.2685014,-95.552057
225,225,Cancun Mexican & Seafood,California,9/9/2016,,,,,,,6.99,4.0,,,19.5,22.0,0.75,3.0,4.5,4.0,4.0,3.5,3.0,4.0,4.0,5.0,4.0,Yes,Emily,,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2685014,-95.552057
226,226,Roberto's Taco Shop Clairemont,California,9/11/2016,Clairemont,3095 Clairemont Dr,https://www.yelp.com/biz/robertos-taco-shop-clairemont-san-diego,4.0,4.0,,5.79,4.0,,,,,,3.0,4.5,4.0,4.0,4.0,5.0,2.5,3.0,5.0,3.6,Yes,Scott,Fries are really good but the overall flavor is plain because lack of ingredients,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
227,227,Roberto's Taco Shop Clairemont,California,9/11/2016,Clairemont,,,,,,5.79,4.0,,,,,,4.0,3.0,4.0,2.5,3.5,4.0,2.0,2.5,5.0,3.0,No,Benni,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
228,228,Roberto's Taco Shop Clairemont,California + Guac + sour cream,9/11/2016,Clairemont,,,,,,7.29,3.7,,,,,,3.8,4.7,4.0,3.5,4.5,4.0,4.0,4.5,5.0,4.0,Yes,Luis,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
229,229,Roberto's Taco Shop Clairemont,Carne asada,9/11/2016,Clairemont,,,,,,5.69,3.0,,,,,,4.0,3.0,1.5,3.0,4.0,4.5,3.5,2.0,4.5,3.0,No,Ricardo,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
230,230,Chipotle,Carnitas,9/13/2016,Downtown San Diego,2505 Palomar airport Rd,https://www.yelp.com/biz/chipotle-mexican-grill-carlsbad,3.0,4.2,,7.15,4.0,,,16.5,26.5,0.92,2.5,2.5,3.0,2.8,2.5,3.5,,3.0,3.5,2.75,Yes,Emily,,,,,X,,,,X,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,X,,32.7154189,-117.1640007
231,231,Taco Stand,Al Pastor,9/16/2016,Core-Columbia,,,,,,6.99,4.0,,,,,,4.5,4.0,4.5,4.5,4.5,4.5,4.5,5.0,4.0,4.5,Yes,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.717622999999996,-117.15863190000002
232,232,Taco Stand,California,9/16/2016,Core-Columbia,,,,,,7.49,4.1,,,,,,4.0,4.5,4.5,4.5,4.7,4.5,4.2,4.5,5.0,4.7,Yes,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.717622999999996,-117.15863190000002
233,233,Los Tacos,California ,9/18/2016,Lake,,,,,,7.9,3.5,,,20.5,23.0,0.86,4.0,5.0,4.0,4.0,3.0,4.0,3.5,4.0,4.0,4.2,Yes,Scott,Tortilla is burnt a bit but good. Pick is good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1791405,-117.2951517
234,234,Los Tacos,Local,9/18/2016,Lake,,,,,,7.9,3.5,,,22.0,23.0,0.93,4.0,3.5,4.5,4.5,3.5,3.5,3.5,4.0,3.0,4.3,Yes,Emily,Melted cheese is good. Cilantro is fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1791405,-117.2951517
